번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명
3549,대규모점포,08_25_01_P,3220000,2.01432E+18,20120702,,3,폐업,3,폐업처리,20140615,,,,02-2290-5853,180.8,,,서울특별시 강남구 논현로 468 (역삼동),135910,롯데쇼핑(주)롯데슈퍼 역삼점,2.01407E+13,I,59:59.0,,,,준대규모점포
3550,대규모점포,08_25_01_P,3220000,2.01432E+18,20120702,,3,폐업,3,폐업처리,20211230,,,,02-3446-5634,120.07,,,서울특별시 강남구 도산대로35길 39 (신사동),135893,롯데슈퍼 압구정점,2.02201E+13,U,40:00.0,구분없음,202612.7084,446806.7335,준대규모점포
3551,대규모점포,08_25_01_P,3220000,2.00132E+18,19730801,,3,폐업,3,폐업처리,20130214,,,,02 5471151,0,,서울특별시 강남구 논현동 122번지 8호,서울특별시 강남구 학동로4길 15 (논현동),135822,영동시장,2.01312E+13,I,59:59.0,그 밖의 대규모점포,202010.0103,445368.1318,대규모점포
3552,대규모점포,08_25_01_P,3220000,2.00132E+18,19970524,,3,폐업,3,폐업처리,20090922,,,,234135119,0,,서울특별시 강남구 개포동 13번지 3 호,,,미씨-860,2.01008E+13,I,59:59.0,그 밖의 대규모점포,206970.9193,443574.4116,
3553,대규모점포,08_25_01_P,3220000,2.00132E+18,19970902,,3,폐업,3,폐업처리,20121220,,,,02 5743600,0,,서울특별시 강남구 도곡동 464호,,,(주)재능스스로마트,2.01212E+13,I,59:59.0,그 밖의 대규모점포,204254.783,442744.8477,대규모점포
3554,대규모점포,08_25_01_P,3220000,2.01232E+18,20120405,,3,폐업,3,폐업처리,20170313,,,,221387230,992.68,,,"서울특별시 강남구 학동로43길 38, 지하2층 (논현동, 논현웰스톤)",6059,(주)지에스리테일 논현점,2.01703E+13,I,59:59.0,구분없음,203292.307,446247.5115,준대규모점포
3555,대규모점포,08_25_01_P,5440000,2.01154E+18,20111114,,3,폐업,3,폐업처리,20130828,,,,8840529,894.8,667804,경상남도 하동군 하동읍 읍내리 244번지,경상남도 하동군 하동읍 시장1길 15,667804,롯데슈퍼 하동가맹점,2.0131E+13,I,19:31.0,그 밖의 대규모점포,268274.2861,174749.4252,준대규모점포
3556,대규모점포,08_25_01_P,4070000,2.01841E+18,20021226,,3,폐업,3,폐업처리,20220428,,,,031-634-6747,1586,,경기도 이천시 부발읍 신하리 399번지 1호 롯데프라자,"경기도 이천시 부발읍 경충대로 2269, 롯데프라자",17328,롯데쇼핑(주) 롯데슈퍼 이천점,2.02204E+13,U,40:00.0,구분없음,242016.4219,417771.6473,준대규모점포
3557,대규모점포,08_25_01_P,4070000,2.01841E+18,20110704,,3,폐업,3,폐업처리,20210101,,,,031-637-5603,615,,경기도 이천시 갈산동 592번지 43호,경기도 이천시 증신로 83 (갈산동),17359,롯데쇼핑(주) 롯데슈퍼 이천갈산점,2.02201E+13,U,40:00.0,구분없음,240460.4387,420391.0821,준대규모점포
3558,대규모점포,08_25_01_P,4070000,2.01841E+18,20130404,,3,폐업,3,폐업처리,20200921,,,,031-645-5701,310,,경기도 이천시 마장면 목리 산 13번지 32호,경기도 이천시 마장면 중부고속도로 82,17384,롯데쇼핑(주) 롯데슈퍼 마장휴게소점,2.02009E+13,U,40:00.0,구분없음,236094.1019,418052.2062,준대규모점포
3559,대규모점포,08_25_01_P,4050000,1.99541E+18,19951207,,3,폐업,3,폐업처리,20201223,,,,031-262-4811,0,,경기도 용인시 수지구 풍덕천동 715-2 현대그린프라자,"경기도 용인시 수지구 풍덕천로 149, 현대그린프라자 (풍덕천동)",16837,현대그린프라자,2.02101E+13,U,40:00.0,그 밖의 대규모점포,208580.7171,424737.7381,대규모점포
3560,대규모점포,08_25_01_P,3450000,2.00035E+18,20001103,,2,휴업,2,휴업처리,,,,,053 381 1700,14926,,대구광역시 북구 산격동 1668호,대구광역시 북구 유통단지로14길 22 (산격동),,대구종합유통단지 일반의류관,2.00707E+13,I,59:59.0,그 밖의 대규모점포,345320.3323,268402.3727,
3561,대규모점포,08_25_01_P,3450000,2.00235E+18,20020906,,2,휴업,2,휴업처리,,,,,,12333,,대구광역시 북구 칠성동2가 20-1호,,,스펙트럼시티,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3562,대규모점포,08_25_01_P,3450000,2.00635E+18,20060417,,2,휴업,2,휴업처리,,,,,053607 8000,14022,,대구광역시 북구 동천동 968호,대구광역시 북구 동암로12길 8 (동천동),,삼성테스코(주)홈프러스 칠곡점,2.00707E+13,I,59:59.0,대형마트,340320.7227,272735.6757,
3563,대규모점포,08_25_01_P,3450000,2.00635E+18,20060417,,2,휴업,2,휴업처리,,,,,053 350 8124,9441,,대구광역시 북구 칠성동2가 378번지 23호,대구광역시 북구 중앙대로 543 (칠성동2가),,홈프러스대구점,2.01104E+13,I,59:59.0,대형마트,344041.3229,265698.2381,
3564,대규모점포,08_25_01_P,3450000,2.00535E+18,20050610,,2,휴업,2,휴업처리,,,,,,4680.75,,대구광역시 북구 관음동 1369번지 1호,대구광역시 북구 관음로 43 (관음동),,한국까르푸(주) 강북점,2.00707E+13,I,59:59.0,그 밖의 대규모점포,338898.1578,271593.8975,
3565,대규모점포,08_25_01_P,3450000,2.00535E+18,20050627,,2,휴업,2,휴업처리,,,,,,4680.75,,대구광역시 북구 관음동 1369번지 1호,대구광역시 북구 관음로 43 (관음동),,한국까르푸칠곡점,2.00707E+13,I,59:59.0,대형마트,338898.1578,271593.8975,
3566,대규모점포,08_25_01_P,3450000,2.00535E+18,20051117,,2,휴업,2,휴업처리,,,,,053 380 1050,11525,,대구광역시 북구 산격동 1817호,대구광역시 북구 검단로 97 (산격동),,코스트코홀세일,2.00707E+13,I,59:59.0,대형마트,346013.6515,268532.1899,
3567,대규모점포,08_25_01_P,5070000,2.00451E+18,20041102,,2,휴업,2,휴업처리,,,,,,6809.93,,경상북도 안동시 옥동 796번지 1호,경상북도 안동시 옥동1길 2 (옥동),,신세계 이마트 안동점,2.00706E+13,I,59:59.0,대형마트,352071.4981,341053.1551,
3568,대규모점포,08_25_01_P,5070000,2.00551E+18,20050412,,2,휴업,2,휴업처리,,,,,054 850 1250,6809.93,,경상북도 안동시 옥동 796번지 1호,경상북도 안동시 옥동1길 2 (옥동),,신세계이마트안동점,2.00706E+13,I,59:59.0,대형마트,352071.4981,341053.1551,
3569,대규모점포,08_25_01_P,3700000,2.00637E+18,20060502,,2,휴업,2,휴업처리,,,,,052 2285000,14357.62,,울산광역시 남구 달동 호 1360-3,,,뉴코아 아울렛 울산점,2.00706E+13,I,59:59.0,대형마트,,,
3570,대규모점포,08_25_01_P,3700000,2.00537E+18,20050415,,2,휴업,2,휴업처리,,,,,,26010.15,,울산광역시 남구 삼산동 1521-1호,,,현대D.S.F 현대백화점 울산점,2.00904E+13,I,59:59.0,백화점,,,
3571,대규모점포,08_25_01_P,4640000,2.00446E+18,20040330,,2,휴업,2,휴업처리,,,,,063 2841700,4802.93,,전라북도 전주시완산구 남노송동 100번지 6호,,,전주코아아울렛,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
3572,대규모점포,08_25_01_P,4640000,2.00446E+18,20040521,,2,휴업,2,휴업처리,,,,,02 7712500,28179.22,,전라북도 전주시완산구 서신동 971호,전라북도 전주시 완산구 온고을로 2 (서신동),,롯데백화점 전주점,2.00706E+13,I,59:59.0,백화점,210932.1764,259384.6678,
3573,대규모점포,08_25_01_P,4640000,2.00546E+18,20050511,,2,휴업,2,휴업처리,,,,,063  2884487,1563,,전라북도 전주시완산구 경원동3가 90번지 13호,전라북도 전주시 완산구 충경로 109 (경원동3가),,동부시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,213592.4355,257789.4834,
3574,대규모점포,08_25_01_P,4640000,2.00646E+18,20061117,,2,휴업,2,휴업처리,,,,,063  2498124,8471.02,,전라북도 전주시덕진구 우아동3가 733번지 1  호,,,삼성테스코(주) 홈플러스전주점,2.0081E+13,I,59:59.0,대형마트,,,
3575,대규모점포,08_25_01_P,4640000,2.00846E+18,20080321,,2,휴업,2,휴업처리,,20120615,20120831,,(063)222-6425,3858,560241,전라북도 전주시완산구 효자동1가 444번지,전라북도 전주시 완산구 용머리로 46 (효자동1가),,(유)전주마트,2.01301E+13,I,59:59.0,그 밖의 대규모점포,210396.7138,256203.6745,대규모점포
3576,대규모점포,08_25_01_P,4490000,2.00345E+18,20030220,,2,휴업,2,휴업처리,,,,,041570 8000,29438,,충청남도 천안시 동남구 신방동 784번지 1호,충청남도 천안시 동남구 신촌로 24 (신방동),,천안산업기자재유통단지,2.00706E+13,I,59:59.0,그 밖의 대규모점포,210769.4829,365154.5529,
3577,대규모점포,08_25_01_P,4490000,2.00545E+18,20050411,,2,휴업,2,휴업처리,,,,,041620 1234,11786.13,,충청남도 천안시 쌍용동 191호,,,(주)신세계 이마트 천안점,2.00706E+13,I,59:59.0,대형마트,,,
3578,대규모점포,08_25_01_P,4490000,2.00545E+18,20050509,,2,휴업,2,휴업처리,,,,,041559 9010,8388.54,,충청남도 천안시 신부동 354번지 1호,충청남도 천안시 동남구 만남로 43 (신부동),,갤러리아백화점,2.00706E+13,I,59:59.0,백화점,213910.8506,368774.0876,
3579,대규모점포,08_25_01_P,4490000,2.00745E+18,20070406,,2,휴업,2,휴업처리,,,,,041 6223699,6437.07,,충청남도 천안시 대흥동 102번지 10호,충청남도 천안시 동남구 명동길 47 (대흥동),,오렌지 씨네스타,2.00706E+13,I,59:59.0,쇼핑센터,213170.6052,367376.0817,
3580,대규모점포,08_25_01_P,3830000,2.00138E+18,20010910,,2,휴업,2,휴업처리,,,,,031 443 0171,6987.46,,경기도 안양시만안구 안양동 668번지 33호,경기도 안양시 만안구 안양로 316 (안양동),,제페(JEFE),2.00706E+13,I,59:59.0,그 밖의 대규모점포,192898.0571,433162.0043,
3581,대규모점포,08_25_01_P,3830000,2.00238E+18,20020829,,2,휴업,2,휴업처리,,,,,031 381 6004,10130.95,,경기도 안양시동안구 관양동 1608번지 3호,경기도 안양시 동안구 시민대로 300 (관양동),,월마트슈퍼센터 평촌점,2.00706E+13,I,59:59.0,대형마트,196752.3327,432521.0429,
3582,대규모점포,08_25_01_P,3830000,2.00338E+18,20031212,,2,휴업,2,휴업처리,,,,,031 4640282,,,호,,,안양롯데프라자,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
3583,대규모점포,08_25_01_P,3830000,2.00438E+18,19990210,,2,휴업,2,휴업처리,,,,,031 4791276,0,,경기도 안양시동안구 호계동 555-9호,,,까르푸 안양하이퍼마켓,2.00706E+13,I,59:59.0,대형마트,,,
3584,대규모점포,08_25_01_P,3830000,2.00538E+18,20050504,,2,휴업,2,휴업처리,,,,,,10130.95,,경기도 안양시동안구 관양동 1608-3호,,,월마트슈퍼센터 평촌점,2.00706E+13,I,59:59.0,그 밖의 대규모점포,196699.2647,432538.5094,
3585,대규모점포,08_25_01_P,3830000,2.00038E+18,20000209,,2,휴업,2,휴업처리,,,,,031 3810022,6167.92,,경기도 안양시동안구 비산동 1109호,경기도 안양시 동안구 달안로 62 (비산동),,한양프라자 평촌점,2.00706E+13,I,59:59.0,그 밖의 대규모점포,195502.8689,432568.8046,
3586,대규모점포,08_25_01_P,3830000,1.99438E+18,19941201,,2,휴업,2,휴업처리,,,,,031 3805000,23229,,경기도 안양시동안구 호계동 1040호,경기도 안양시 동안구 시민대로 182 (호계동),,뉴코아백화점 평촌점,2.00706E+13,I,59:59.0,백화점,195643.1995,432083.4979,
3587,대규모점포,08_25_01_P,3830000,1.99738E+18,19970813,,2,휴업,2,휴업처리,,,,,031 3803350,8992.69,,경기도 안양시동안구 비산동 411번지 8호,경기도 안양시 동안구 관악대로 104 (비산동),,E-마트,2.00706E+13,I,59:59.0,대형마트,194203.9147,432921.7108,
3588,대규모점포,08_25_01_P,4050000,2.00322E+18,20030809,,2,휴업,2,휴업처리,,,,,031 2701052,,,경기도 용인시수지구 신봉동 17호,,,신세계이마트수지점,2.00707E+13,I,59:59.0,대형마트,206997.5597,424474.1077,
3589,대규모점포,08_25_01_P,3820000,2.00438E+18,20041117,,2,휴업,2,휴업처리,,,,,031 850 8000,25774,,경기도 의정부시 금오동 475번지 1호,경기도 의정부시 청사로 38 (금오동),,삼성테스코(주) 홈플러스 의정부점,2.00707E+13,I,59:59.0,대형마트,206192.0908,472186.1825,
3590,대규모점포,08_25_01_P,3820000,2.00138E+18,19930511,,2,휴업,2,휴업처리,,,,,031 8718037,,,경기도 의정부시 의정부동 99-6호,,,의정부역지하상가,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3591,대규모점포,08_25_01_P,3820000,2.00238E+18,20020321,,2,휴업,2,휴업처리,,20061114,20061114,,031 877 5000,755,,경기도 의정부시 의정부동 100-1호,경기도 의정부시 평화로 472 (의정부동),480847,제이유백화점,2.01403E+13,I,59:59.0,백화점,204198.9872,470185.1369,대규모점포
3592,대규모점포,08_25_01_P,4050000,2.00541E+18,20050902,,2,휴업,2,휴업처리,,,,,02 3805234,13659.57,,경기도 용인시수지구 죽전동 호 죽전택지개발사업지구 1703블럭,,,신세계 이마트 죽전점,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3593,대규모점포,08_25_01_P,3430000,2.01234E+18,20111019,,2,휴업,2,휴업처리,,20220517,20250101,,566-5600,1115.8,703752,대구광역시 서구 내당4동 308번지 11호 삼익뉴타운아파트 지하상가동,"대구광역시 서구 평리로 236 (내당동,삼익뉴타운아파트 지하상가동)",,롯데쇼핑(주) 롯데슈퍼 내당점,2.02205E+13,U,40:00.0,복합쇼핑몰,339846.0304,263397.3231,준대규모점포
3594,대규모점포,08_25_01_P,3430000,2.00034E+18,20030514,,2,휴업,2,휴업처리,,,,,053  6072500,,,대구광역시 서구 내당동 호 965,,,롯데쇼핑(주)마그넷서대구점,2.00706E+13,I,59:59.0,대형마트,,,
3595,대규모점포,08_25_01_P,3430000,2.00334E+18,20030530,,2,휴업,2,휴업처리,,,,,053 555 3000,7675,,대구광역시 서구 내당동 65-8호,,,(주)서원유통 탑마트대구점,2.00706E+13,I,59:59.0,대형마트,,,
3596,대규모점포,08_25_01_P,3430000,2.00434E+18,20040514,,2,휴업,2,휴업처리,,,,,053608 9130,9375.95,,대구광역시 서구 비산동 1612-3번지 9호,,,월마트비산점,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
3597,대규모점포,08_25_01_P,3430000,2.00434E+18,20040514,,2,휴업,2,휴업처리,,,,,53,7675,,대구광역시 서구 내당동 65-8호,,,(주)서원유통 탑마트대구점,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
3598,대규모점포,08_25_01_P,3430000,2.00434E+18,20040514,,2,휴업,2,휴업처리,,,,,053 607 2510,6699.3,,대구광역시 서구 내당동 965호,대구광역시 서구 달서로 42 (내당동),,롯데쇼핑(주)롯데마트 서대구점,2.00706E+13,I,59:59.0,그 밖의 대규모점포,341860.4196,264004.4593,
3599,대규모점포,08_25_01_P,3430000,2.00534E+18,20050503,,2,휴업,2,휴업처리,,,,20061012,053 608 9114,9375.95,,대구광역시 서구 비산동 1612번지 3호,,,(주)신세계마트이마트 비산점,2.00706E+13,I,59:59.0,대형마트,,,
3600,대규모점포,08_25_01_P,3420000,1.99834E+18,19981102,,2,휴업,2,휴업처리,,,,,053 9845415,0,,대구광역시 동구 검사동 908번지 5호,,,까르푸 동촌 하이퍼마켓,2.00707E+13,I,59:59.0,대형마트,349426.8054,266377.8548,
3601,대규모점포,08_25_01_P,3470000,1.97035E+18,19701218,,2,휴업,2,휴업처리,,,,,053 6210401,,,대구광역시 달서구 두류동 1216번지 1   호,,,서대구시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3602,대규모점포,08_25_01_P,3470000,2.00135E+18,20011016,,2,휴업,2,휴업처리,,,,,053 629 6768,5022,,대구광역시 달서구 본동 881호,대구광역시 달서구 와룡로5길 20 (본동),,주식회사지마트(G-MART),2.00707E+13,I,59:59.0,대형마트,338678.7973,260540.3643,
3603,대규모점포,08_25_01_P,3470000,2.00535E+18,20050722,,2,휴업,2,휴업처리,,,,,053 521 8370,6239,,대구광역시 달서구 감삼동 521호,,,메이드아울렛,2.00707E+13,I,59:59.0,대형마트,338560.6949,261656.2406,
3604,대규모점포,08_25_01_P,3680000,2.00037E+18,20050826,,2,휴업,2,휴업처리,,,,,042 6367961,5984.77,,대전광역시 대덕구 읍내동 100호,대전광역시 대덕구 신탄진로 1 (읍내동),,대한통운마트 대전점,2.00707E+13,I,59:59.0,대형마트,238027.3549,320279.9997,
3605,대규모점포,08_25_01_P,3370000,1.99734E+18,19971222,,2,휴업,2,휴업처리,,,,,,,,부산광역시 연제구 연산동 590번지 6   호,,,㈜아람마트수퍼센터 연산점,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3606,대규모점포,08_25_01_P,3370000,2.00134E+18,20011117,,2,휴업,2,휴업처리,,,,,,,,부산광역시 연제구 연산동 822번지 7   호,,,이-마트 연제점,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3607,대규모점포,08_25_01_P,4710000,2.00147E+18,20010111,,2,휴업,2,휴업처리,,,,,063 5403879,,,전라북도 김제시 요촌동 423번지 2   호,,,김제쇼핑센터,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
3608,대규모점포,08_25_01_P,4030000,2.0024E+18,20020617,,2,휴업,2,휴업처리,,,,,,,,경기도 의왕시 내손동 743호,,,롯데쇼핑(주)롯데마트 의왕점,2.00707E+13,I,59:59.0,대형마트,197598.214,430907.7699,
3609,대규모점포,08_25_01_P,4030000,2.0044E+18,20020617,,2,휴업,2,휴업처리,,,,,,0,,경기도 의왕시 내손동 743호,,,롯데쇼핑(주)롯데마트 의왕점,2.00707E+13,I,59:59.0,대형마트,197598.214,430907.7699,
3610,대규모점포,08_25_01_P,5590000,2.00556E+18,20050112,,2,휴업,2,휴업처리,,20220531,20230530,20230531,031-870-2612,207.93,,경기도 양주시 회정동 351번지 2호 외 2필지,경기도 양주시 평화로 1547 (회정동),482170,롯데쇼핑(주) 롯데마트 양주점,2.02205E+13,U,40:00.0,대형마트,204558.3857,480550.6061,대규모점포
